sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
456,btx,4,A,,Tax Exchange Rate Source,String,0..1,,"If the tax is in a foreign currency, source of exchange rate - for example, Reuters, Bloomberg",税額換算レート情報源,"税が外貨建ての場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",BT08-13,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderTax.btx_TaxExchangeRateSource,btx,Header_ Tax,taxExchangeRateSource,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerTax/gl-btx:taxExchangeRateSource
457,btx,4,A,,Tax Exchange Rate Type,String,0..1,,"If the tax is in a foreign currency, type of exchange rate - for example, spot rate, forward contract etc.",税額換算レート種別,税が外貨建ての場合の、換算レートの種別。たとえば、スポット・レート、先物など。,BT08-14,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderTax.btx_TaxExchangeRateType,btx,Header_ Tax,taxExchangeRateType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerTax/gl-btx:taxExchangeRateType
458,btx,4,A,,Tax Exchange Rate Comment,String,0..1,,"If the tax is in a foreign currency, comment about exchange rate used",税額換算レートコメント,税が外貨建ての場合の、換算レートに関するコメント。,BT08-15,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderTax.btx_TaxExchangeRateComment,btx,Header_ Tax,taxExchangeRateComment,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerTax/gl-btx:taxExchangeRateComment
459,btx,3,C,,Header_ Amount Structure,,0..*,,"Structure representing monetary amounts and currency information applicable to the document as a whole, such as document-level totals or aggregated tax amounts.",【ヘッダー金額構造】,文書全体に適用される金額や通貨情報（文書レベルの合計額や集計された税額など）を表現する構造。,BT11-28,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderAmountStructure,btx,Header_ Amount Structure,headerAmountStructure,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerAmountStructure
460,btx,4,A,,Amount,Monetary,1,,Numeric value of the monetary amount expressed in the specified currency.,金額,指定された通貨で表現された金額の数値。,BT01-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderAmountStructure.btx_Amount,btx,Header_ Amount Structure,amount,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerAmountStructure/gl-btx:amount
461,btx,4,A,,Amount Type,Token,0..1,,"Code or text specifying the type or role of the amount, such as tax amount, tax base amount, allowance amount, or charge amount.",金額種別,税額、課税標準額、値引金額、追加請求金額など、金額の種類または役割を指定するコードまたはテキスト。,BT01-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderAmountStructure.btx_AmountType,btx,Header_ Amount Structure,amountType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerAmountStructure/gl-btx:amountType
462,btx,4,A,,Currency Code,Token,0..1,,"Code specifying the currency in which the amount is expressed, typically an ISO 4217 currency code.",通貨コード,金額が表現される通貨を指定するコード。通常は ISO 4217 通貨コードを用いる。,BT01-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderAmountStructure.btx_CurrencyCode,btx,Header_ Amount Structure,currencyCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerAmountStructure/gl-btx:currencyCode
463,btx,4,A,,Currency Code Type,Token,0..1,,"Code specifying the role of the currency used for the amount, such as functional currency, local currency, reporting currency, or transaction currency.",通貨コード種別,金額に対する通貨の役割（機能通貨、ローカル通貨、報告通貨、取引通貨など）を指定するコード。,BT01-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderAmountStructure.btx_CurrencyCodeType,btx,Header_ Amount Structure,currencyCodeType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerAmountStructure/gl-btx:currencyCodeType
464,btx,4,A,,Header_ Amount Type,String,0..1,,"Code or text specifying the type or role of the amount, such as tax amount, tax base amount, allowance amount, or charge amount.",金額種別,税額、課税標準額、値引金額、追加請求金額など、金額の種類または役割を指定するコードまたはテキスト。,BT01-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderAmountStructure.btx_HeaderAmountType,btx,Header_ Amount Structure,headerAmountType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerAmountStructure/gl-btx:headerAmountType
465,btx,3,C,,Transaction_ Detail,,0..*,,Parent for document line,【文書明細】,文書明細の親タグ。,BT11-29,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail,btx,Transaction_ Detail,transactionDetail,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail
466,btx,4,A,PK,Line Number,String,0..1,,Identifier for a particular entry detail,明細行番号,仕訳明細の識別子。,BT12-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_LineNumber,btx,Transaction_ Detail,lineNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:lineNumber
467,btx,4,A,,Line Number Counter,Decimal,0..1,,Unique reference for the line - a numeric counter,明細行番号カウンタ,明細行の一意なリファレンス　　カウンタ,BT12-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_LineNumberCounter,btx,Transaction_ Detail,lineNumberCounter,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:lineNumberCounter
468,btx,4,A,,Posting Date,Date Time,0..1,,"At the detail level, this represents the accounting significance date. No matter what date the document is received, entered, or posted, this signifies the accounting date of the entry. If you want to see the financial results for March 5, 2002 and this entry is given that date, the entry will be part of the results for March 5, 2002. This is different from the postedDate found at the entryHeader level. If you want the accounting significance to be a particular date, it goes here. A single entry could represent multiple dates, but would only be posted on one date.",転記日付,明細レベルで、会計上意義のある日付を示す。ドキュメントの受領、入力、転記の日付に関わらず、仕訳が会計処理された日付を示す。2002.03.05の財務結果を見たいときに、ここにその日付がある場合は、この明細は2002.03.05の結果の一部である。これは、entryHeaderにあるpostedDateとは異なる。特定の日付を会計上意義のある日付にしたいなら、ここに記述する。ひとつの仕訳が複数の日付をあらわせるが、ひとつの日でのみ転記される。,BT12-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_PostingDate,btx,Transaction_ Detail,postingDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:postingDate
469,btx,4,A,,Memo Line,Boolean,0..1,,A boolean like entry that indicates whether an entryDetail line has been provided solely to provide additional details and that tools should not consider the amount in postings.,メモ行フラグ,明細行が単に追加の詳細を与えるものであり、転記金額に含めるべきでないことを示すブール値。,BT12-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_MemoLine,btx,Transaction_ Detail,memoLine,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:memoLine
470,btx,4,A,,Document Type,Token,0..1,,"An enumerated field describing the original source document, with check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",元文書種別,小切手、借方メモ、貸方メモ、財務費用、顧客への請求書、顧客オーダー、仕入先オーダー、その他支払い、督促状、手形、ベンダからの請求書、出荷票、受領票、手修正、その他の列挙値による、元文書の説明。[設定値のリスト]_x000D_ (check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他),BT12-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DocumentType,btx,Transaction_ Detail,documentType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:documentType
471,btx,4,A,,Document Type Description,String,0..1,,Free format description of the document type,元文書種別説明,元文書の種別の説明。,BT12-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DocumentTypeDescription,btx,Transaction_ Detail,documentTypeDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:documentTypeDescription
472,cor,4,R,,Document,,0..1,,"Invoice, check, voucher, or other source document identifier",元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,BT12-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_Document,cor,Document,document,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-cor:document
473,cor,5,A,REF,Document Number,String,0..1,,Document number,発生元文書番号,発生元文書の番号。,CO20-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_Document.cor_DocumentNumber,cor,Document,documentNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-cor:document/gl-cor:documentNumber
474,btx,4,A,,Document Date,Date Time,0..1,,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。,BT12-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DocumentDate,btx,Transaction_ Detail,documentDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:documentDate
475,btx,4,A,,Received Date,Date Time,0..1,,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。,BT12-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_ReceivedDate,btx,Transaction_ Detail,receivedDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:receivedDate
476,btx,4,A,,Document Location,String,0..1,,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,BT12-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DocumentLocation,btx,Transaction_ Detail,documentLocation,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:documentLocation
477,btx,4,A,,Posting Status,Token,0..1,,"deferred: although entered, it cannot be posted until a later time
posted: already posted
proposed: a proposed item that must be approved
simulated: a simulated item, for what-if
tax: a tax-specific entry
unposted:entered but not yet posted or validated
cancelled:entered and later cancelled
other:other status - should be described in postingStatusDescription",転記状態,"・据置：入力されたが、まだ転記できない。_x000D_
・転記済：転記済み。_x000D_
・提案済：検証が必要な項目。_x000D_
・シミュレーション：仮定のためにシミュレートされた項目。_x000D_
・税：税項目。_x000D_
・未転記：入力されたが、まだ検証も転記もされていない。_x000D_
・取消済：入力されたが、取り消された。_x000D_
・その他：その他の状態。postingStatusDescriptionで説明されるべき。_x000D_
[設定値のリスト]_x000D_
(deferred：据置)、(posted：転記済)、(proposed：提案済)、(simulated：シミュレーション)、(tax：税)、(unposted：未転記)、(cancelled：取消済)、(other：その他)",BT12-11,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_PostingStatus,btx,Transaction_ Detail,postingStatus,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:postingStatus
478,btx,4,A,,Posting Status Description,String,0..1,,Free format description of the posting status,転記状態説明,転記状態の説明。,BT12-12,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_PostingStatusDescription,btx,Transaction_ Detail,postingStatusDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:postingStatusDescription
479,btx,4,A,,Description,String,0..1,,Description of this line of detail only,説明,この明細行のみに対する説明。,BT12-13,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_Description,btx,Transaction_ Detail,description,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:description
480,btx,4,A,,Acknowledgement Date,Date Time,0..1,,Date of acknowledgement of goods/services shipped/received.,承認日付,出荷/受領済みの物品/サービスを承認した日付。,BT12-14,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_AcknowledgementDate,btx,Transaction_ Detail,acknowledgementDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:acknowledgementDate
481,btx,4,A,,Confirmation Date,Date Time,0..1,,Date of confirmation of shipment/receipt.,確認日付,出荷/受領を確認した日付。,BT12-15,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_ConfirmationDate,btx,Transaction_ Detail,confirmationDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:confirmationDate
482,btx,4,A,,Measurable Class Description,String,0..1,,Free format description associated with gl-ehm:measurableClassID to provide specialization or clarification for the enumerated value of other.,測定可能分類の説明,「その他」の列挙値を補足・特定するための自由記述形式の説明。,BT12-16,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_MeasurableClassDescription,btx,Transaction_ Detail,measurableClassDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:measurableClassDescription
483,btx,4,A,,Geospatial Coordinate,String,0..1,,"Enter a relevant location for this item. Format can be either:
- Degrees, minutes, and seconds (DMS): 41°24'12.2""N 2°10'26.5""E
- Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418
- Decimal degrees (DD): 41.40338, 2.17403",地理座標,"本項目の関連位置を入力。形式は以下のいずれか：
・度分秒 (DMS): 41°24'12.2""N 2°10'26.5""E
・度と小数分 (DMM): 41 24.2028, 2 10.4418
・10進度 (DD): 41.40338, 2.17403",BT12-17,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_GeospatialCoordinate,btx,Transaction_ Detail,geospatialCoordinate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:geospatialCoordinate
484,taf,4,C,,Originating Document,,0..*,,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive class of related documents.",【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,BT12-18,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_OriginatingDocument,taf,Originating Document,originatingDocument,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-taf:originatingDocument
